b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
b,0.32152954,0.08840646,0.291351,0.007712881,1930.824513,433604.6077,2282.546498,226046.4417,4352.011808,3013631.508,0.078491584,0.001364817,4.67E-05,0.043705195,103.359375,5.758803,1165.0332,0.004425095,10.464509,0.001026351,4.7732205
b,0.35998413,0.08602259,0.15970175,0.002381557,2018.833261,279727.421,2194.570398,136225.7345,4436.908347,1418050.896,0.092832623,0.001801303,-1.24E-05,0.014412571,95.703125,2.5798435,1588.1721,0.009571281,9.117454,-0.001162769,4.101785
b,0.27521446,0.09159005,0.29892132,0.010003033,1736.790647,251428.1413,2035.347171,132585.3599,3564.935024,1494540.704,0.08485487,0.001356425,8.13E-06,0.07017399,112.3471467,6.4627924,1285.1245,0.006842968,5.7984276,1.02E-05,2.641829
b,0.3589306,0.08586965,0.36438447,0.011021931,1830.164944,641232.2448,2104.38339,294903.8295,3840.486348,3473446.598,0.077958252,0.002250752,3.23E-05,0.064257585,99.38401442,7.232634,1220.1353,-0.003991558,14.637701,-0.001743184,7.29042
b,0.32184198,0.091805,0.22374181,0.003734236,1857.065996,430765.1754,2259.755584,263818.0862,4066.525715,3186332.27,0.070787755,0.00124449,-2.86E-05,0.036101054,89.10290948,5.0171847,1475.7323,-0.001427969,11.10623,-0.000315763,4.84962
b,0.3666138,0.09046082,0.3431337,0.014867825,2095.867959,1718198.027,2243.851344,244720.5611,4384.099679,4010713.119,0.099467907,0.019698663,5.23E-07,0.08557252,95.703125,6.6952457,1516.7129,0.027551867,11.9247875,-0.000418263,5.77024
b,0.34322882,0.089596294,0.33303952,0.007007835,1530.476154,260557.3886,1845.743877,182701.1626,3164.219351,1665722.566,0.070879982,0.000852119,-8.30E-06,0.056637075,95.703125,6.0952625,1458.9832,-0.002776652,9.614766,0.000487695,5.272527
b,0.3172839,0.088683315,0.3381929,0.005647387,2260.654045,516084.8106,2427.604043,161668.5919,4914.055713,2234194.197,0.101314083,0.002596609,2.23E-05,0.063474655,89.10290948,6.038987,895.7816,0.000174599,11.902491,-0.000451365,4.3723545
b,0.3168776,0.09379045,0.3759364,0.005397645,2032.853219,381831.2474,2207.672588,199522.6206,4329.540232,2043701.778,0.095531032,0.001649653,-4.77E-05,0.0791837,92.28515625,6.7617254,980.4356,0.004982341,9.526285,0.001192212,4.0169263
b,0.32594997,0.087223716,0.29137582,0.008528151,1827.095769,425007.217,2145.561194,182705.6118,3780.998573,2258447.697,0.072492488,0.001483369,-2.43E-05,0.040297557,95.703125,4.9721923,1199.99,0.000394252,10.023887,0.002100212,4.707602
b,0.30143923,0.1015437,0.25862822,0.007347609,1923.719845,312727.784,1916.809945,164175.491,3719.738862,1544987.062,0.105654253,0.001692274,-4.78E-05,0.044217613,103.359375,1.7755756,1564.3104,-2.12E-05,7.999752,0.001189455,3.6019154
b,0.30925697,0.09163834,0.3088264,0.007234749,1720.69821,231382.1869,1939.269603,126109.733,3602.978646,1176139.621,0.081927178,0.001102283,0.000121084,0.054668855,95.703125,6.9039946,1291.4783,0.00547452,9.686354,0.004107884,4.6418724
b,0.32530513,0.09482618,0.2397776,0.016538735,2041.062756,380251.9967,2306.918804,169014.1098,4503.277036,1942381.003,0.084781141,0.001785914,1.69E-05,0.030696597,117.4538352,2.8299813,1424.8732,-0.001778461,13.614823,-0.002281311,4.9653144
b,0.30061308,0.08715892,0.274513,0.005145065,1546.484544,324809.7431,1878.110361,221208.4166,3141.909504,2053822.569,0.070356821,0.001378315,1.50E-05,0.05733674,95.703125,6.071477,1668.4922,0.000675252,10.751552,0.001768409,4.168583
b,0.32893285,0.08930236,0.29889578,0.008657666,1962.001969,965098.8025,2220.451536,328972.8458,4037.879132,4603033.498,0.086500451,0.003510511,-0.000216653,0.05895849,95.703125,5.9778743,1434.9854,0.000276926,15.563258,-0.001848899,7.724395
b,0.42625237,0.08993693,0.3464171,0.01243114,2005.5563,747114.7126,2250.0016,303522.6421,4390.600586,4098880.535,0.077376524,0.002525957,-0.000220987,0.042607505,112.3471467,6.4652257,1081.4932,0.002907436,13.892009,-0.000660297,5.621149
b,0.41929498,0.08748202,0.26486582,0.010219792,2677.921222,936138.6089,2588.93076,163416.8792,5653.081759,2835738.162,0.121333235,0.006506763,2.14E-05,0.03359326,103.359375,5.9318666,751.3455,-0.003612766,9.7338085,0.001971586,3.9018793
b,0.30021894,0.09125181,0.25539267,0.01041705,2553.965242,947440.7745,2601.822267,172067.9845,5511.065552,3042840.426,0.111335603,0.006608631,-4.48E-06,0.043957118,143.5546875,1.853602,978.1516,-0.001381893,12.992188,0.001537653,4.8665137
b,0.3159024,0.08941855,0.19208796,0.004759313,2703.429943,651171.6344,2572.827361,248251.9739,5626.351615,3073514.734,0.138877745,0.004608925,-1.29E-05,0.025419673,143.5546875,2.231511,1117.75,0.004974081,13.11337,-0.001078175,4.8417983
b,0.34620228,0.083677724,0.36043438,0.005223319,3061.097635,438321.2969,2784.608071,83851.46939,6529.074238,1006956.039,0.155976187,0.003504953,1.30E-05,0.070982985,89.10290948,8.803135,581.5403,0.001834818,5.134173,0.00069639,2.7092795
b,0.32732096,0.1040576,0.25384527,0.009496813,2041.2109,519606.936,2233.022326,241624.6963,4363.634926,2766718.501,0.091572814,0.002575081,6.29E-06,0.04318414,135.9991776,5.082855,1485.0626,0.009643682,15.422258,0.005604347,7.6753964
b,0.39011887,0.08539302,0.3284076,0.007800558,1581.949622,334483.1164,1859.65035,213107.1932,3285.220291,1796612.291,0.069038691,0.000970853,5.00E-05,0.051652398,95.703125,6.1251287,1487.0583,0.003236234,11.596579,-0.00213913,6.0805173
b,0.27122942,0.08788803,0.3384686,0.01582794,1627.463769,302623.0376,1889.457945,234398.9351,3416.687077,2036955.428,0.076848188,0.000867318,1.11E-05,0.07575894,117.4538352,5.898241,1417.2063,0.005935908,10.437839,-0.000660439,4.76492
b,0.345765,0.08360987,0.360476,0.005205127,3060.413862,438382.2401,2784.821168,83764.16715,6529.566727,1007342.555,0.155799308,0.003509977,1.19E-05,0.0710413,89.10290948,8.8040495,581.9355,0.001447695,5.1330147,0.000547233,2.7149658
b,0.39478132,0.09319454,0.29048908,0.015182115,2053.047427,1004634.821,2395.416244,319657.5948,4454.541034,5256298.033,0.068023869,0.00238422,8.67E-07,0.048868045,143.5546875,5.3891726,1399.1993,-0.006623106,15.14433,0.007757922,6.16971
b,0.29606113,0.08658546,0.22046211,0.006095526,1852.271312,278013.0791,2057.123226,202703.4245,3738.116513,2020679.048,0.094148943,0.001123311,-1.10E-05,0.0328124,92.28515625,1.0165222,1327.3262,0.007068303,6.1041408,-0.000460536,3.2852125
